2025-10-30 15:58:12 | INFO     | no-corre | etl.test             | Starting operation: test_operation
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 16:37:29 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-30 16:37:29 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-30 16:37:29 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /order_items HTTP/1.1" 200 None
2025-10-30 16:37:29 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /customers HTTP/1.1" 200 None
2025-10-30 16:37:30 | WARNING  | no-corre | database.connection_manager | Failed to create MySQL native pool: name 'mysql' is not defined, falling back to manual pool
2025-10-30 16:37:30 | INFO     | no-corre | database.connection_manager | Initialized manual connection pool with 5 connections
2025-10-30 16:37:30 | DEBUG    | no-corre | etl.database         | Setting up standard validation rules for ETL data
2025-10-30 16:37:30 | DEBUG    | no-corre | etl.database         | Validation rules will be created dynamically per table
2025-10-30 16:37:30 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-10-30 16:37:30 | INFO     | no-corre | database.connection_manager | Connection pool closed successfully
2025-10-30 16:37:30 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 17:18:10 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-30 17:18:12 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-30 17:24:16 | WARNING  | no-corre | database.connection_manager | Failed to create MySQL native pool: name 'mysql' is not defined, falling back to manual pool
2025-10-30 17:24:16 | INFO     | no-corre | database.connection_manager | Initialized manual connection pool with 5 connections
2025-10-30 17:24:16 | DEBUG    | no-corre | etl.database         | Setting up standard validation rules for ETL data
2025-10-30 17:24:16 | DEBUG    | no-corre | etl.database         | Validation rules will be created dynamically per table
2025-10-30 17:24:16 | INFO     | no-corre | database.connection_manager | Connection pool closed successfully
2025-10-30 17:24:16 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 17:24:46 | WARNING  | no-corre | database.connection_manager | Failed to create MySQL native pool: name 'mysql' is not defined, falling back to manual pool
2025-10-30 17:24:46 | INFO     | no-corre | database.connection_manager | Initialized manual connection pool with 5 connections
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.database         | Setting up standard validation rules for ETL data
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.database         | Validation rules will be created dynamically per table
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.database         | Reading brands.csv with pandas optimization
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 9 rows, 2 columns
2025-10-30 17:24:46 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 8.9%)
2025-10-30 17:24:46 | INFO     | no-corre | etl.processing       | Successfully read and optimized c:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\brands.csv: (9, 2) shape
2025-10-30 17:24:46 | INFO     | no-corre | etl.database         | Read brands.csv: (9, 2) shape, 0.00MB memory, 0 categorical columns
2025-10-30 17:24:46 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'brands': (9, 2)
2025-10-30 17:24:46 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (9, 2)
2025-10-30 17:24:46 | INFO     | no-corre | etl.validation       | Generated 5 validation rules
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_not_null for column brand_id
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_data_type for column brand_id
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_range for column brand_id
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_name_not_null for column brand_name
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_name_max_length for column brand_name
2025-10-30 17:24:46 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 17:24:46 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 9 rows, 2 columns
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_not_null to column brand_id
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_data_type to column brand_id
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_range to column brand_id
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_name_not_null to column brand_name
2025-10-30 17:24:46 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_name_max_length to column brand_name
2025-10-30 17:24:46 | INFO     | no-corre | etl.validation       | Validation complete: 5/5 rules passed, overall pass rate: 100.0%
2025-10-30 17:24:46 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 17:24:46 | INFO     | no-corre | etl.database         | Validation passed: all 5 rules successful
2025-10-30 17:24:46 | INFO     | no-corre | database.connection_manager | Connection pool closed successfully
2025-10-30 17:24:46 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 17:48:45 | WARNING  | no-corre | database.connection_manager | Failed to create MySQL native pool: name 'mysql' is not defined, falling back to manual pool
2025-10-30 17:48:45 | INFO     | no-corre | database.connection_manager | Initialized manual connection pool with 5 connections
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.database         | Setting up standard validation rules for ETL data
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.database         | Validation rules will be created dynamically per table
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.database         | Reading brands.csv with pandas optimization
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 9 rows, 2 columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 8.9%)
2025-10-30 17:48:45 | INFO     | no-corre | etl.processing       | Successfully read and optimized c:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\brands.csv: (9, 2) shape
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Read brands.csv: (9, 2) shape, 0.00MB memory, 0 categorical columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'brands': (9, 2)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (9, 2)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generated 5 validation rules
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_not_null for column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_data_type for column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_range for column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_name_not_null for column brand_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_name_max_length for column brand_name
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 9 rows, 2 columns
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_not_null to column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_data_type to column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_range to column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_name_not_null to column brand_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_name_max_length to column brand_name
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Validation complete: 5/5 rules passed, overall pass rate: 100.0%
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 5 rules successful
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'brands': (9, 2)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (9, 2)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generated 5 validation rules
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_not_null for column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_data_type for column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_range for column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_name_not_null for column brand_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_name_max_length for column brand_name
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 9 rows, 2 columns
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_not_null to column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_data_type to column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_range to column brand_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_name_not_null to column brand_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_name_max_length to column brand_name
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Validation complete: 5/5 rules passed, overall pass rate: 100.0%
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 5 rules successful
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.database         | Reading categories.csv with pandas optimization
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 7 rows, 2 columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 7.7%)
2025-10-30 17:48:45 | INFO     | no-corre | etl.processing       | Successfully read and optimized c:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\categories.csv: (7, 2) shape
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Read categories.csv: (7, 2) shape, 0.00MB memory, 0 categorical columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'categories': (7, 2)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (7, 2)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generated 5 validation rules
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_not_null for column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_data_type for column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_range for column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_name_not_null for column category_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_name_max_length for column category_name
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 7 rows, 2 columns
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_not_null to column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_data_type to column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_range to column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: category_name_not_null to column category_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: category_name_max_length to column category_name
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Validation complete: 5/5 rules passed, overall pass rate: 100.0%
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 5 rules successful
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'categories': (7, 2)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (7, 2)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generated 5 validation rules
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_not_null for column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_data_type for column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_range for column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_name_not_null for column category_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_name_max_length for column category_name
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 7 rows, 2 columns
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_not_null to column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_data_type to column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_range to column category_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: category_name_not_null to column category_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: category_name_max_length to column category_name
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Validation complete: 5/5 rules passed, overall pass rate: 100.0%
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 5 rules successful
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.database         | Reading stores.csv with pandas optimization
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 3 rows, 7 columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 1.0%)
2025-10-30 17:48:45 | INFO     | no-corre | etl.processing       | Successfully read and optimized c:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\stores.csv: (3, 7) shape
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Read stores.csv: (3, 7) shape, 0.00MB memory, 0 categorical columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'stores': (3, 7)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (3, 7)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generated 15 validation rules
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: name_not_null for column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: name_max_length for column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: phone_not_null for column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: phone_max_length for column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: email_not_null for column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: email_max_length for column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_not_null for column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_max_length for column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: city_not_null for column city
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: city_max_length for column city
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: state_not_null for column state
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: state_max_length for column state
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: zip_code_not_null for column zip_code
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: zip_code_data_type for column zip_code
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: zip_code_range for column zip_code
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 3 rows, 7 columns
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: name_not_null to column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: name_max_length to column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: phone_not_null to column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: phone_max_length to column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: email_not_null to column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: email_max_length to column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: street_not_null to column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: street_max_length to column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: city_not_null to column city
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: city_max_length to column city
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: state_not_null to column state
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: state_max_length to column state
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: zip_code_not_null to column zip_code
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: zip_code_data_type to column zip_code
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: zip_code_range to column zip_code
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Validation complete: 15/15 rules passed, overall pass rate: 100.0%
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 15 rules successful
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'stores': (3, 7)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (3, 7)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generated 15 validation rules
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: name_not_null for column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: name_max_length for column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: phone_not_null for column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: phone_max_length for column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: email_not_null for column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: email_max_length for column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_not_null for column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_max_length for column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: city_not_null for column city
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: city_max_length for column city
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: state_not_null for column state
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: state_max_length for column state
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: zip_code_not_null for column zip_code
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: zip_code_data_type for column zip_code
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: zip_code_range for column zip_code
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 3 rows, 7 columns
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: name_not_null to column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: name_max_length to column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: phone_not_null to column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: phone_max_length to column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: email_not_null to column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: email_max_length to column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: street_not_null to column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: street_max_length to column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: city_not_null to column city
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: city_max_length to column city
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: state_not_null to column state
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: state_max_length to column state
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: zip_code_not_null to column zip_code
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: zip_code_data_type to column zip_code
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: zip_code_range to column zip_code
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Validation complete: 15/15 rules passed, overall pass rate: 100.0%
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 15 rules successful
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with pandas optimization
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 10 rows, 8 columns
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.processing       | Converted column 'store_name' to categorical (3 unique values / 10 total)
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.processing       | Converted column 'street' to categorical (3 unique values / 10 total)
2025-10-30 17:48:45 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 19.3%)
2025-10-30 17:48:45 | INFO     | no-corre | etl.processing       | Successfully read and optimized c:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\staffs.csv: (10, 8) shape
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Read staffs.csv: (10, 8) shape, 0.00MB memory, 2 categorical columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'staffs': (10, 8)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (10, 8)
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Generated 19 validation rules
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: name_not_null for column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: name_max_length for column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: last_name_not_null for column last_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: last_name_max_length for column last_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: email_not_null for column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: email_max_length for column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: phone_not_null for column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: phone_max_length for column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: active_not_null for column active
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: active_data_type for column active
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: active_range for column active
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: store_name_not_null for column store_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: store_name_max_length for column store_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: store_name_categorical for column store_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_not_null for column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_max_length for column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_categorical for column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: manager_id_data_type for column manager_id
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Added validation rule: manager_id_range for column manager_id
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 17:48:45 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 10 rows, 8 columns
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: name_not_null to column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: name_max_length to column name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: last_name_not_null to column last_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: last_name_max_length to column last_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: email_not_null to column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: email_max_length to column email
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: phone_not_null to column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: phone_max_length to column phone
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: active_not_null to column active
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: active_data_type to column active
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: active_range to column active
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: store_name_not_null to column store_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: store_name_max_length to column store_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: store_name_categorical to column store_name
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: street_not_null to column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: street_max_length to column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: street_categorical to column street
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.validation       | Applying rule: manager_id_data_type to column manager_id
